id,original_title,tags
41154,Men in Black 3,Agents J ( Will Smith ) K ( Tommy Lee Jones ) backin time J seen inexplicable thing 15 year Men Black nothing even alien perplexes much wry reticent partner K 's life fate planet put stake Agent J travel back time put thing right J discovers secret universe K never told secret reveal team young Agent K ( Josh Brolin ) save partner agency future humankind Action Comedy ScienceFiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory WillSmith TommyLeeJones JoshBrolin MichaelStuhlbarg EmmaThompson BarrySonnenfeld
122917,The Hobbit: The Battle of the Five Armies,Immediately event Desolation Smaug Bilbo dwarf try defend Erebor 's mountain treasure others claim it : men ruined Laketown elf Mirkwood Meanwhile army Orcs led Azog Defiler marching Erebor fueled rise dark lord Sauron Dwarves elf men must unite hope MiddleEarth fall Bilbo 's hand Action Adventure Fantasy corruption elf dwarf orcs middleearth ( tolkien ) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery MartinFreeman IanMcKellen RichardArmitage KenStott GrahamMcTavish PeterJackson
1930,The Amazing Spider-Man,Peter Parker outcast high schooler abandoned parent boy leaving raised Uncle Ben Aunt May Like teenager Peter trying figure got person today Peter discovers mysterious briefcase belonged father begin quest understand parent ' disappearance leading directly Oscorp lab Dr Curt Connors father 's former partner SpiderMan set collision course Connors ' alter ego Lizard Peter make lifealtering choice use power shape destiny become hero Action Adventure Fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpower geneticengineering socialoutcast duringcreditsstinger AndrewGarfield EmmaStone RhysIfans DenisLeary CampbellScott MarcWebb
20662,Robin Hood,soldier Robin happens upon dying Robert Loxley promise return man 's sword family Nottingham There assumes Robert 's identity ; romance widow Marion ; draw ire town 's sheriff King John 's henchman Godfrey Action Adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland RussellCrowe CateBlanchett MaxvonSydow WilliamHurt MarkStrong RidleyScott
57158,The Hobbit: The Desolation of Smaug,Dwarves Bilbo Gandalf successfully escaped Misty Mountains Bilbo gained One Ring continue journey get gold back Dragon Smaug Adventure Fantasy elf dwarf orcs hobbit dragon wizard swordandsorcery MartinFreeman IanMcKellen RichardArmitage KenStott GrahamMcTavish PeterJackson
2268,The Golden Compass,overhearing shocking secret precocious orphan Lyra Belacqua trade carefree existence roaming hall Jordan College otherworldly adventure far North unaware part destiny Adventure Fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel DakotaBlueRichards NicoleKidman DanielCraig SamElliott EvaGreen ChrisWeitz
254,King Kong,1933 New York overly ambitious movie producer coerces cast hired ship crew travel mysterious Skull Island encounter Kong giant ape immediately smitten leading lady Adventure Drama Action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur NaomiWatts JackBlack AdrienBrody ThomasKretschmann ColinHanks PeterJackson
597,Titanic,84 year later 101yearold woman named Rose DeWitt Bukater tell story granddaughter Lizzy Calvert Brock Lovett Lewis Bodine Bobby Buell Anatoly Mikailavich Keldysh life set April 10th 1912 ship called Titanic young Rose board departing ship upperclass passenger mother Ruth DeWitt Bukater fiancé Caledon Hockley Meanwhile drifter artist named Jack Dawson best friend Fabrizio De Rossi win thirdclass ticket ship game explains whole story departure death Titanic first last voyage April 15th 1912 2:20 morning Drama Romance Thriller shipwreck iceberg ship panic titanic oceanliner epic richwomanpoorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s KateWinslet LeonardoDiCaprio FrancesFisher BillyZane KathyBates JamesCameron
271110,Captain America: Civil War,Following event Age Ultron collective government world pas act designed regulate superhuman activity polarizes opinion amongst Avengers causing two faction side Iron Man Captain America cause epic battle former ally Adventure Action ScienceFiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d ChrisEvans RobertDowneyJr ScarlettJohansson SebastianStan AnthonyMackie AnthonyRusso JoeRusso
44833,Battleship,mankind beam radio signal space reply come ‘ Planet G form several alien craft splash water Hawaii Lieutenant Alex Hopper weapon officer assigned USS John Paul Jones part international naval coalition becomes world 's last hope survival engage hostile alien force unimaginable strength taking invader Hopper must also try live potential brother fiancée 's father Admiral Shane expect him Thriller Action Adventure ScienceFiction fight usnavy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri TaylorKitsch AlexanderSkarsgård Rihanna BrooklynDecker TadanobuAsano PeterBerg
135397,Jurassic World,Twentytwo year event Jurassic Park Isla Nublar feature fully functioning dinosaur theme park Jurassic World originally envisioned John Hammond Action Adventure ScienceFiction Thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror ChrisPratt BryceDallasHoward IrrfanKhan VincentD'Onofrio NickRobinson ColinTrevorrow
37724,Skyfall,Bond 's latest assignment go gravely wrong agent around world exposed MI6 attacked forcing relocate agency event cause authority position challenged Gareth Mallory new Chairman Intelligence Security Committee MI6 compromised inside out left one ally trust : Bond 007 take shadow aided field agent Eve following trail mysterious Silva whose lethal hidden motif yet reveal themselves Action Adventure Thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao DanielCraig JudiDench JavierBardem RalphFiennes NaomieHarris SamMendes
558,Spider-Man 2,Peter Parker going major identity crisis Burned SpiderMan decides shelve superhero alter ego leaf city suffering wake carnage left evil Doc Ock meantime Parker still ca n't act feeling Mary Jane Watson girl he 's loved since childhood Action Adventure Fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain TobeyMaguire KirstenDunst JamesFranco AlfredMolina RosemaryHarris SamRaimi
68721,Iron Man 3,Tony Stark 's world torn apart formidable terrorist called Mandarin start odyssey rebuilding retribution Action Adventure ScienceFiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis RobertDowneyJr GwynethPaltrow DonCheadle GuyPearce RebeccaHall ShaneBlack
12155,Alice in Wonderland,Alice unpretentious individual 19yearold betrothed dunce English nobleman engagement party escape crowd consider whether go marriage fall hole garden spotting unusual rabbit Arriving strange surreal place called 'Underland ' find world resembles nightmare child filled talking animal villainous queen knight frumious bandersnatches Alice realizes reason conquer horrific Jabberwocky restore rightful queen throne Family Fantasy Adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d MiaWasikowska JohnnyDepp AnneHathaway HelenaBonhamCarter CrispinGlover TimBurton
36668,X-Men: The Last Stand,cure found treat mutation line drawn amongst XMen Brotherhood band powerful mutant organized Xavier 's former ally Magneto Adventure Action ScienceFiction Thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger HughJackman HalleBerry IanMcKellen PatrickStewart FamkeJanssen BrettRatner
62211,Monsters University,look relationship Mike Sulley day Monsters University — necessarily best friend Animation Family monster dormitory game animation bestfriend university scary aftercreditsstinger BillyCrystal JohnGoodman SteveBuscemi HelenMirren NoahJohnston DanScanlon
8373,Transformers: Revenge of the Fallen,Sam Witwicky leaf Autobots behind normal life mind filled cryptic symbol Decepticons target dragged back Transformers ' war ScienceFiction Action Adventure egypt sun chaos symbol artifact transformer tank robot imax duringcreditsstinger ShiaLaBeouf MeganFox JoshDuhamel RainnWilson TyreseGibson MichaelBay
91314,Transformers: Age of Extinction,humanity pick piece following conclusion `` Transformers : Dark Moon '' Autobots Decepticons vanished face planet However group powerful ingenious businessman scientist attempt learn past Transformer incursion push boundary technology beyond control ancient powerful Transformer menace set Earth crosshairs ScienceFiction Action Adventure sequel alien transformer giantrobot robot imax transformingrobot MarkWahlberg StanleyTucci KelseyGrammer NicolaPeltz JackReynor MichaelBay
68728,Oz: The Great and Powerful,Oscar Diggs smalltime circus illusionist conartist whisked Kansas Land Oz inhabitant assume he 's great wizard prophecy save Oz clutch evil Fantasy Adventure Family circus witch magic hope illusion lost magictrick wizard 3d JamesFranco MilaKunis RachelWeisz MichelleWilliams ZachBraff SamRaimi
102382,The Amazing Spider-Man 2,Peter Parker life busy taking bad guy SpiderMan spending time person love Gwen Stacy high school graduation can not come quickly enough Peter forgotten promise made Gwens father protect staying away promise can not keep Things change Peter new villain Electro emerges old friend Harry Osborn return Peter uncovers new clue past Action Adventure Fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpower AndrewGarfield EmmaStone JamieFoxx DaneDeHaan CampbellScott MarcWebb
20526,TRON: Legacy,Sam Flynn techsavvy daring son Kevin Flynn investigates father 's disappearance pulled Grid help mysterious program named Quorra Sam quest stop evil dictator Clu crossing real world Adventure Action ScienceFiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy GarrettHedlund JeffBridges OliviaWilde BruceBoxleitner YayaDaCosta JosephKosinski
49013,Cars 2,Star race car Lightning McQueen pal Mater head overseas compete World Grand Prix race road championship becomes rocky Mater get caught intriguing adventure own : international espionage Animation Family Adventure Comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger OwenWilson LarrytheCableGuy MichaelCaine EmilyMortimer JohnTurturro JohnLasseter BradLewis
44912,Green Lantern,century small powerful force warrior called Green Lantern Corps sworn keep intergalactic order Green Lantern wear ring grant superpower new enemy called Parallax threatens destroy balance power Universe fate fate Earth lie hand first human ever recruited Adventure Action Thriller ScienceFiction dccomics transformation superhero alien alieninfection magicalobject protector superpower origin 3d RyanReynolds BlakeLively PeterSarsgaard TimRobbins MarkStrong MartinCampbell
10193,Toy Story 3,Woody Buzz rest Andy 's toy played year Andy go college gang find accidentally left nefarious day care center toy must band together escape return home Andy Animation Family Comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory TomHanks TimAllen NedBeatty JoanCusack MichaelKeaton LeeUnkrich
534,Terminator Salvation,grown postapocalyptic 2018 John Connor must lead resistance human increasingly dominating militaristic robot Marcus Wright appears existence confuses mission Connor try determine whether Wright come future past whether he 's friend foe Action ScienceFiction Thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation postapocalyptic dystopia army firearm wartime losangeles ChristianBale SamWorthington AntonYelchin MoonBloodgood BryceDallasHoward McG
168259,Furious 7,Deckard Shaw seek revenge Dominic Toretto family comatose brother Action carrace speed revenge suspense car race musclecar VinDiesel PaulWalker DwayneJohnson MichelleRodriguez TyreseGibson JamesWan
72190,World War Z,Life former United Nations investigator Gerry Lane family seems content Suddenly world plagued mysterious infection turning whole human population rampaging mindless zombie barely escaping chaos Lane persuaded go mission investigate disease follows perilous trek around world Lane must brave horrific danger long odds find answer human civilization fall Action Drama Horror ScienceFiction Thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse BradPitt MireilleEnos AbigailHargrove SterlingJerins JamesBadgeDale MarcForster
127585,X-Men: Days of Future Past,ultimate XMen ensemble fight war survival specie across two time period join force younger self epic battle must change past save future Action Adventure Fantasy ScienceFiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture HughJackman JamesMcAvoy MichaelFassbender JenniferLawrence HalleBerry BryanSinger
54138,Star Trek Into Darkness,crew Enterprise called back home find unstoppable force terror within organization detonated fleet everything stand for leaving world state crisis personal score settle Captain Kirk lead manhunt warzone world capture one man weapon mass destruction hero propelled epic chess game life death love challenged friendship torn apart sacrifice must made family Kirk left : crew Action Adventure ScienceFiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d ChrisPine ZacharyQuinto ZoeSaldana KarlUrban SimonPegg JJAbrams
81005,Jack the Giant Slayer,story ancient war reignited young farmhand unwittingly open gateway world fearsome race giant Unleashed Earth first time century giant strive reclaim land lost forcing young man Jack battle life stop them Fighting kingdom people love brave princess come face face unstoppable warrior thought existed legendand get chance become legend himself Action Family Fantasy basedonfairytale giant NicholasHoult EleanorTomlinson EwanMcGregor StanleyTucci IanMcShane BryanSinger
64682,The Great Gatsby,adaptation F Scott Fitzgerald 's Long Islandset novel Midwesterner Nick Carraway lured lavish world neighbor Jay Gatsby Soon enough however Carraway see crack Gatsby 's nouveau riche existence obsession madness tragedy await Drama Romance basedonnovel infidelity obsession hope 3d LeonardoDiCaprio TobeyMaguire CareyMulligan JoelEdgerton ElizabethDebicki BazLuhrmann
9543,Prince of Persia: The Sands of Time,rogue prince reluctantly join force mysterious princess together race dark force safeguard ancient dagger capable releasing Sands Time gift god reverse time allow possessor rule world Adventure Fantasy Action Romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame JakeGyllenhaal GemmaArterton BenKingsley AlfredMolina SteveToussaint MikeNewell
68726,Pacific Rim,legion monstrous creature known Kaiju started rising sea war began would take million life consume humanity 's resource year end combat giant Kaiju special type weapon devised : massive robot called Jaegers controlled simultaneously two pilot whose mind locked neural bridge even Jaegers proving nearly defenseless face relentless Kaiju verge defeat force defending mankind choice turn two unlikely heroes—a washedup former pilot ( Charlie Hunnam ) untested trainee ( Rinko Kikuchi ) —who teamed drive legendary seemingly obsolete Jaeger past Together stand mankind 's last hope mounting apocalypse Action ScienceFiction Adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d IdrisElba CharlieHunnam CharlieDay RonPerlman BurnGorman GuillermodelToro
38356,Transformers: Dark of the Moon,Sam Witwicky take first tenuous step adulthood remaining reluctant human ally Autobotleader Optimus Prime film center around space race USSR USA suggesting hidden Transformers role remains one planet 's dangerous secret Action ScienceFiction Adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformer giantrobot sabotage worddomination commando duringcreditsstinger ShiaLaBeouf JohnMalkovich KenJeong FrancesMcDormand JoshDuhamel MichaelBay
217,Indiana Jones and the Kingdom of the Crystal Skull,Set Cold War Soviets led swordwielding Irina Spalko search crystal skull supernatural power related mystical Lost City Gold captured escaping them Indy coerced head Peru behest young man whose friend Indy 's colleague Professor Oxley captured knowledge skull 's whereabouts Adventure Action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology HarrisonFord CateBlanchett ShiaLaBeouf RayWinstone KarenAllen StevenSpielberg
105864,The Good Dinosaur,epic journey world dinosaur Apatosaurus named Arlo make unlikely human friend Adventure Animation Family tyrannosaurusrex friend alternatehistory dinosaur fear storm nature human journey RaymondOchoa JackBright JeffreyWright FrancesMcDormand MaleahNipayPadilla PeterSohn
62177,Brave,Brave set mystical Scottish Highlands Mérida princess kingdom ruled King Fergus Queen Elinor unruly daughter accomplished archer Mérida one day defies sacred custom land inadvertently brings turmoil kingdom attempt set thing right Mérida seek eccentric old Wise Woman granted illfated wish Also figuring Méridas quest — serving comic relief — kingdom three lord : enormous Lord MacGuffin surly Lord Macintosh disagreeable Lord Dingwall Animation Adventure Comedy Family Action Fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruin aftercreditsstinger peaceoffering womandirector courage 3d KellyMacdonald JulieWalters BillyConnolly EmmaThompson KevinMcKidd BrendaChapman MarkAndrews StevePurcell
188927,Star Trek Beyond,USS Enterprise crew explores furthest reach uncharted space encounter mysterious new enemy put everything Federation stand test Action Adventure ScienceFiction sequel stranded hatred spaceopera ChrisPine ZacharyQuinto KarlUrban SimonPegg ZoeSaldana JustinLin
10681,WALL·E,WALL·E last robot left Earth overrun garbage human fled outer space 700 year continued try clean mess developed rather interesting humanlike quality ship arrives sleek new type robot WALL·E think he 's finally found friend stows away ship leaf Animation Family romanticcomedy BenBurtt ElissaKnight JeffGarlin FredWillard JohnRatzenberger AndrewStanton
5174,Rush Hour 3,attempted assassination Ambassador Han Inspector Lee Detective Carter back action head Paris protect French woman knowledge Triads ' secret leader Lee also hold secret meeting United Nations authority personal struggle Chinese criminal mastermind named Kenji reveals Lee 's longlostbrother Action Comedy Crime Thriller ambassador ChrisTucker JackieChan HiroyukiSanada MaxvonSydow YvanAttal BrettRatner
14161,2012,Dr Adrian Helmsley part worldwide geophysical team investigating effect earth radiation unprecedented solar storm learns earth 's core heating up warns US President Thomas Wilson crust earth becoming unstable without proper preparation saving fraction world 's population entire race doomed Meanwhile writer Jackson Curtis stumble information world 's leader race build `` ark '' escape impending cataclysm Curtis struggle find way save family Meanwhile volcanic eruption earthquake unprecedented strength wreak havoc around world Action Adventure ScienceFiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind JohnCusack AmandaPeet ChiwetelEjiofor ThandieNewton OliverPlatt RolandEmmerich
17979,A Christmas Carol,Miser Ebenezer Scrooge awakened Christmas Eve spirit reveal miserable existence opportunity wasted youth current cruelty dire fate awaits change way Scrooge faced story growing bitterness meanness must decide future hold : death redemption Animation Drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas GaryOldman JimCarrey SteveValentine DarylSabara SageRyan RobertZemeckis
76757,Jupiter Ascending,universe human genetic material precious commodity impoverished young Earth woman becomes key strategic maneuver internal strife within powerful dynasty… ScienceFiction Fantasy Action Adventure jupiter space womandirector 3d interspeciesromance MilaKunis ChanningTatum SeanBean EddieRedmayne DouglasBooth LillyWachowski LanaWachowski
258489,The Legend of Tarzan,Tarzan acclimated life London called back former home jungle investigate activity mining encampment Action Adventure africa feralchild tarzan jungle animalattack AlexanderSkarsgård MargotRobbie ChristophWaltz SamuelLJackson DjimonHounsou DavidYates
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Siblings Lucy Edmund Susan Peter step magical wardrobe find land Narnia There discover charming peaceful kingdom plunged eternal winter evil White Witch Jadis Aided wise magnificent lion Aslan child lead Narnia spectacular climactic battle free Witch 's glacial power forever Adventure Family Fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairytalefigure battle narnia fantasyworld duringcreditsstinger WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenley LiamNeeson AndrewAdamson
246655,X-Men: Apocalypse,reemergence world 's first mutant worlddestroyer Apocalypse XMen must unite defeat extinction level plan ScienceFiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s JamesMcAvoy MichaelFassbender JenniferLawrence NicholasHoult OscarIsaac BryanSinger
155,The Dark Knight,Batman raise stake war crime help Lt Jim Gordon District Attorney Harvey Dent Batman set dismantle remaining criminal organization plague street partnership prof effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizen Gotham Joker Drama Action Crime Thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpower batman ChristianBale HeathLedger AaronEckhart MichaelCaine MaggieGyllenhaal ChristopherNolan
14160,Up,Carl Fredricksen spent entire life dreaming exploring globe experiencing life fullest age 78 life seems passed by twist fate ( and persistent 8year old Wilderness Explorer named Russell ) give new lease life Animation Comedy Family Adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring EdAsner ChristopherPlummer JordanNagai BobPeterson DelroyLindo PeteDocter
15512,Monsters vs Aliens,Susan Murphy unwittingly clobbered meteor full outer space gunk wedding day mysteriously grows 49feet11inches military jump action capture Susan secreting away covert government compound renamed Ginormica placed confinement ragtag group Monsters Animation Family Adventure ScienceFiction alien giantrobot duringcreditsstinger SethRogen ReeseWitherspoon HughLaurie PaulRudd KieferSutherland ConradVernon RobLetterman
1726,Iron Man,held captive Afghan cave billionaire engineer Tony Stark creates unique weaponized suit armor fight evil Action ScienceFiction Adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson RobertDowneyJr TerrenceHoward JeffBridges ShaunToub GwynethPaltrow JonFavreau
